"Business Unit ","Supplier Name","Supplier Number","Supplier Site Code","Legal Entity Name","Invoice Number","Invoice Amount","Invoice Type","Invoice Date","Invoice Source","Payment Term","Invoice Currency","Payment Currency","Invoice Status ","Amount Paid","Payment Date","GL Date","Line Number","Line Type","Line Amount","PO Line Status ","Tax Classification Code","Overlay Dist Code Concat","PO Number ","Invoice Image URL"
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,95,"Item",5.89,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,96,"Item",6.83,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,97,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,98,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,99,"Item",5.60,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,100,"Item",4.94,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,101,"Item",7.14,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,102,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,103,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,104,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,105,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,106,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,107,"Item",4.94,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,108,"Item",4.39,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,109,"Item",9.68,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,110,"Item",14.30,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,111,"Item",6.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,112,"Item",9.68,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,113,"Item",14.30,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,114,"Item",4.71,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,115,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,116,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,117,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,118,"Item",4.39,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,119,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,120,"Item",5.69,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,121,"Item",8.66,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,122,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,123,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,124,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,125,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,126,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,127,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,128,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,129,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,130,"Item",6.26,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,131,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,132,"Item",4.39,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,133,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,134,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,135,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,136,"Item",5.30,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,137,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,138,"Item",5.60,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,139,"Item",13.00,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,140,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,141,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,142,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,143,"Item",15.30,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,144,"Item",3.84,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,145,"Item",4.39,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,146,"Item",5.60,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,147,"Item",3.84,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,148,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,149,"Item",5.69,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,150,"Item",5.89,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,151,"Item",8.66,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,152,"Item",13.00,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,153,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,154,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,155,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,156,"Item",6.83,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,157,"Item",0.62,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,158,"Item",4.39,,"ZERO RATE INPUT","R01.LLB008.400305.000000.000000000000.000000.000000",,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,159,"Tax",1.10,,,,,
"RBKC BU","Askews & Holts Library Service","21003150","MAIN","RBKC Council","7183674",605.80,"Standard","10/10/2025","INTLB02","Immediate","GBP","GBP","Needs revalidation",0.00,,,160,"Tax",0.00,,,,,
